Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
4160,NEKOR530063868,Retired,21799,7235690,Occupational Loans,9265,3088,3,9264,8,3,"[21799.0,7235690.0,3088.0,9264.0,8.0,3.0]","[0.5040186339049211,2.9102768561922834,0.680607323737712,0.45495552474195183,2.522837594874964,0.2851610917673827]",1
4163,NEKOR681538070,Lawyer/Accountant,14684,7695123,Occupational Loans,5793,643,3,1929,9,9,"[14684.0,7695123.0,643.0,1929.0,9.0,9.0]","[0.3395114280590789,3.095066036888387,0.1417197244699964,0.09473329093558129,2.8381922942343345,0.8554832753021482]",1
4173,NEKOR101988321,Business Owner/Personal Business,11073,6290044,Vehicle loan,5559,1853,3,5559,5,3,"[11073.0,6290044.0,1853.0,5559.0,5.0,3.0]","[0.2560208419298679,2.5299272740583327,0.4084084750278434,0.2730027808765663,1.5767734967968525,0.2851610917673827]",1
4224,NEKOR765522507,Retired,4829,6367495,Vehicle loan,3683,306,3,918,1,12,"[4829.0,6367495.0,306.0,918.0,1.0,12.0]","[0.11165218510605367,2.5610789476083253,0.06744360138074477,0.045083028034662326,0.3153546993593705,1.1406443670695308]",1
4226,NEKOR511518823,Lawyer/Accountant,111073,6934719,Vehicle loan,10687,3562,3,10686,6,3,"[111073.0,6934719.0,3562.0,10686.0,6.0,3.0]","[2.56813898452779,2.7892228951070175,0.7850787847000422,0.5247900191485856,1.8921281961562229,0.2851610917673827]",1
4229,NEKOR692657907,Politician/Family Member or Close Asscociates,11766,8754929,Vehicle loan,10115,1123,5,5615,3,9,"[11766.0,8754929.0,1123.0,5615.0,3.0,9.0]","[0.27204382065807153,3.521332070100661,0.24751360898881172,0.27575294380678533,0.9460640980781114,0.8554832753021482]",1
4245,NEKOR792564117,Lawyer/Accountant,98465,8682827,Vehicle loan,83581,13930,4,55720,10,6,"[98465.0,8682827.0,13930.0,55720.0,10.0,6.0]","[2.276627129109044,3.492331825219361,3.0702266903064537,2.736412115567957,3.153546993593705,0.5703221835347654]",1
4248,NEKOR771035509,Business Owner/Personal Business,240636,6881892,Personal loan,224045,18670,3,56010,5,12,"[240636.0,6881892.0,18670.0,56010.0,5.0,12.0]","[5.563788613621936,2.7679752745646686,4.114941299929755,2.750654030742306,1.5767734967968525,1.1406443670695308]",1
4254,NEKOR382770582,Politician/Family Member or Close Asscociates,13052,8638254,Occupational Loans,4337,120,16,1920,10,36,"[13052.0,8638254.0,120.0,1920.0,10.0,36.0]","[0.3017776599718808,3.4744040574030146,0.026448471129703836,0.09429130046465323,3.153546993593705,3.4219331012085927]",1
4272,NEKOR412867350,Politician/Family Member or Close Asscociates,12386,7421166,Vehicle loan,8489,1414,5,7070,8,6,"[12386.0,7421166.0,1414.0,7070.0,8.0,6.0]","[0.28637895314217865,2.984877414007657,0.31165115147834355,0.3472080699401554,2.522837594874964,0.5703221835347654]",1
4286,NEKOR018278556,Retired,24294,7357981,Occupational Loans,11321,314,22,6908,9,36,"[24294.0,7357981.0,314.0,6908.0,9.0,36.0]","[0.5617059815627392,2.9594636879969367,0.0692068327893917,0.3392522414634503,2.8381922942343345,3.4219331012085927]",1
4291,NEKOR839668857,Lawyer/Accountant,169961,8141982,Personal loan,7025,292,3,876,4,24,"[169961.0,8141982.0,292.0,876.0,4.0,24.0]","[3.9296991163408546,3.274797811699252,0.06435794641561267,0.04302040583699804,1.261418797437482,2.2812887341390615]",1
4316,NEKOR231680576,Business Owner/Personal Business,207199,6311207,Personal loan,89416,29805,3,89415,0,3,"[207199.0,6311207.0,29805.0,89415.0,0.0,3.0]","[4.790685670281468,2.5384392734816905,6.56913901684019,4.391175328670296,0.0,0.2851610917673827]",1
4334,NEKOR042000295,Lawyer/Accountant,61268,9573149,Personal loan,22606,7535,3,22605,2,3,"[61268.0,9573149.0,7535.0,22605.0,2.0,3.0]","[1.416588543606895,3.8504294649964694,1.66074358301932,1.1101327328143158,0.630709398718741,0.2851610917673827]",1
4337,NEKOR031010193,Business Owner/Personal Business,21189,6651462,Personal loan,18365,3060,5,15300,6,6,"[21189.0,6651462.0,3060.0,15300.0,6.0,6.0]","[0.48991471323507374,2.6752937063973774,0.6744360138074478,0.7513838005777054,1.8921281961562229,0.5703221835347654]",1
4340,NEKOR167347687,Retired,8524,9165941,Personal loan,4443,123,15,1845,0,36,"[8524.0,9165941.0,123.0,1845.0,0.0,36.0]","[0.19708495047504687,3.6866457735922844,0.027109682907946433,0.09060804654025272,0.0,3.4219331012085927]",1
4342,NEKOR119800084,Retired,16966,9477282,Occupational Loans,15054,627,7,4389,1,24,"[16966.0,9477282.0,627.0,4389.0,1.0,24.0]","[0.39227396407316345,3.811870666682475,0.13819326165270254,0.21554401965591824,0.3153546993593705,2.2812887341390615]",1
4355,NEKOR458634558,Politician/Family Member or Close Asscociates,7057,8713139,Personal loan,5821,323,3,969,8,18,"[7057.0,8713139.0,323.0,969.0,8.0,18.0]","[0.16316617732313538,3.504523656553332,0.07119046812411949,0.04758764070325468,2.522837594874964,1.7109665506042964]",1
4367,NEKOR115919139,Lawyer/Accountant,12753,6729491,Occupational Loans,10098,1683,6,10098,0,6,"[12753.0,6729491.0,1683.0,10098.0,0.0,6.0]","[0.294864426725513,2.706677858124694,0.3709398075940963,0.49591330838128556,0.0,0.5703221835347654]",1
4371,NEKOR327565571,Business Owner/Personal Business,22241,6604101,Vehicle loan,8424,234,10,2340,5,36,"[22241.0,6604101.0,234.0,2340.0,5.0,36.0]","[0.5142381960952038,2.6562445732551168,0.05157451870292248,0.11491752244129612,1.5767734967968525,3.4219331012085927]",1
4390,NEKOR248299186,Politician/Family Member or Close Asscociates,20437,9950478,Personal loan,15275,5091,3,15273,8,3,"[20437.0,9950478.0,5091.0,15273.0,8.0,3.0]","[0.4725275848027373,4.0021954825939865,1.1220763876776851,0.7500578291649213,2.522837594874964,0.2851610917673827]",1
4398,NEKOR826743645,Retired,12254,6925645,Occupational Loans,11597,1288,4,5152,4,9,"[12254.0,6925645.0,1288.0,5152.0,4.0,9.0]","[0.2833269571939494,2.785573229049864,0.2838802567921545,0.25301498958015284,1.261418797437482,0.8554832753021482]",1
4412,NEKOR947875054,Business Owner/Personal Business,101883,6423383,Occupational Loans,100520,4188,3,12564,2,24,"[101883.0,6423383.0,4188.0,12564.0,2.0,24.0]","[2.355655327223041,2.5835577371831793,0.9230516424266638,0.6170186974155746,0.630709398718741,2.2812887341390615]",1
4417,NEKOR284180946,Retired,13990,7612812,Personal loan,4292,119,34,4046,3,36,"[13990.0,7612812.0,119.0,4046.0,3.0,36.0]","[0.3234653281494493,3.0619596160342537,0.02622806720362297,0.19869927170832655,0.9460640980781114,3.4219331012085927]",1
4422,NEKOR921402650,Business Owner/Personal Business,29364,8939152,Occupational Loans,26725,1113,14,15582,3,24,"[29364.0,8939152.0,1113.0,15582.0,3.0,24.0]","[0.6789303713924538,3.5954286570575804,0.24530956972800308,0.7652328353334513,0.9460640980781114,2.2812887341390615]",1
4441,NEKOR173244224,Retired,29670,8916079,Occupational Loans,28356,1575,4,6300,1,18,"[29670.0,8916079.0,1575.0,6300.0,1.0,18.0]","[0.6860054529088035,3.5861484338994676,0.34713618357736287,0.3093933296496434,0.3153546993593705,1.7109665506042964]",1
4443,NEKOR477404978,Lawyer/Accountant,3712,7365491,Vehicle loan,3340,278,6,1668,6,12,"[3712.0,7365491.0,278.0,1668.0,6.0,12.0]","[0.08582582545323487,2.9624842954566266,0.061272291450480555,0.08191556727866749,1.8921281961562229,1.1406443670695308]",1
4446,NEKOR952364016,Politician/Family Member or Close Asscociates,15965,6571006,Occupational Loans,14059,2343,4,9372,5,6,"[15965.0,6571006.0,2343.0,9372.0,5.0,6.0]","[0.36912966146575826,2.642933387652129,0.5164063988074674,0.4602594103930886,1.5767734967968525,0.5703221835347654]",1
4448,NEKOR455070969,Lawyer/Accountant,57831,8943825,Vehicle loan,7651,2550,3,7650,2,3,"[57831.0,8943825.0,2550.0,7650.0,2.0,3.0]","[1.3371210430458043,3.597308190833763,0.5620300115062065,0.3756919002888527,0.630709398718741,0.2851610917673827]",1
4461,NEKOR641839960,Business Owner/Personal Business,82006,9573917,Personal loan,56474,6274,5,31370,7,9,"[82006.0,9573917.0,6274.0,31370.0,7.0,9.0]","[1.896075604018852,3.850738363335889,1.3828142322313488,1.5405823414459228,2.2074828955155934,0.8554832753021482]",1
4463,NEKOR023468991,Business Owner/Personal Business,124011,7763712,Personal loan,15144,1262,4,5048,5,12,"[124011.0,7763712.0,1262.0,5048.0,5.0,12.0]","[2.8672808298171093,3.12265331319367,0.278149754714052,0.24790754413831745,1.5767734967968525,1.1406443670695308]",1
4486,NEKOR139633062,Retired,6788,8723969,Occupational Loans,6313,350,16,5600,4,18,"[6788.0,8723969.0,350.0,5600.0,4.0,18.0]","[0.15694657951954696,3.5088796057928047,0.07714137412830285,0.2750162930219053,1.261418797437482,1.7109665506042964]",1
4488,NEKOR873342779,Business Owner/Personal Business,9753,9562595,Personal loan,5551,154,21,3234,3,36,"[9753.0,9562595.0,154.0,3234.0,3.0,36.0]","[0.22550088244757535,3.8461845260977254,0.03394220461645325,0.15882190922015027,0.9460640980781114,3.4219331012085927]",1
4490,NEKOR342875514,Lawyer/Accountant,27758,9154621,Vehicle loan,18313,3052,3,9156,3,6,"[27758.0,9154621.0,3052.0,9156.0,3.0,6.0]","[0.6417977540223312,3.6820927407768793,0.6726727823988009,0.44965163909081507,0.9460640980781114,0.5703221835347654]",1
4497,NEKOR496119363,Lawyer/Accountant,119066,9518513,Vehicle loan,15374,5124,3,15372,2,3,"[119066.0,9518513.0,5124.0,15372.0,2.0,3.0]","[2.752946587665642,3.8284542440686904,1.1293497172383538,0.7549197243451299,0.630709398718741,0.2851610917673827]",1
4500,NEKOR970523031,Lawyer/Accountant,35697,6664815,Personal loan,19215,1067,13,13871,10,18,"[35697.0,6664815.0,1067.0,13871.0,10.0,18.0]","[0.8253568133631802,2.6806644349472095,0.23517098912828327,0.6812055358047943,3.153546993593705,1.7109665506042964]",1
4501,NEKOR058511587,Retired,7242,6307339,Personal loan,6814,189,28,5292,10,36,"[7242.0,6307339.0,189.0,5292.0,10.0,36.0]","[0.16744359588694152,2.536883519865967,0.04165634202928354,0.2598903969057005,3.153546993593705,3.4219331012085927]",1
4515,NEKOR825129304,Retired,12412,6378885,Personal loan,8633,719,9,6471,5,12,"[12412.0,6378885.0,719.0,6471.0,5.0,12.0]","[0.2869801038592541,2.565660135220292,0.15847042285214216,0.3177911485972766,1.5767734967968525,1.1406443670695308]",1
4527,NEKOR046687578,Politician/Family Member or Close Asscociates,5408,7736029,Occupational Loans,4736,526,3,1578,8,9,"[5408.0,7736029.0,526.0,1578.0,8.0,9.0]","[0.12503934915169562,3.11151889557628,0.11593246511853515,0.07749566256938688,2.522837594874964,0.8554832753021482]",1
4542,NEKOR528824909,Politician/Family Member or Close Asscociates,16811,6332047,Vehicle loan,14224,790,18,14220,0,18,"[16811.0,6332047.0,790.0,14220.0,0.0,18.0]","[0.3886901809521367,2.546821358629485,0.17411910160388358,0.698344944066338,0.0,1.7109665506042964]",1
4547,NEKOR154221036,Business Owner/Personal Business,62461,8215088,Occupational Loans,62025,2584,14,36176,8,24,"[62461.0,8215088.0,2584.0,36176.0,8.0,24.0]","[1.4441721130480882,3.304201876805523,0.5695237449929559,1.776605252921508,2.522837594874964,2.2812887341390615]",1
4565,NEKOR670760307,Politician/Family Member or Close Asscociates,16686,9110699,Occupational Loans,8136,904,3,2712,0,9,"[16686.0,9110699.0,904.0,2712.0,0.0,9.0]","[0.3858000332738893,3.664426812568557,0.19924514917710223,0.1331864619063227,0.0,0.8554832753021482]",1
4569,NEKOR960684618,Business Owner/Personal Business,317955,9692741,Personal loan,174277,19364,3,58092,4,9,"[317955.0,9692741.0,19364.0,58092.0,4.0,9.0]","[7.351495240297224,3.8985307282879798,4.267901624629876,2.852901159683664,1.261418797437482,0.8554832753021482]",1
4572,NEKOR870249378,Lawyer/Accountant,36927,7458328,Personal loan,20281,1690,12,20280,6,12,"[36927.0,7458328.0,1690.0,20280.0,6.0,12.0]","[0.8537958665171347,2.9998243932908792,0.37248263507666235,0.9959518611578997,1.8921281961562229,1.1406443670695308]",1
4584,NEKOR750253151,Lawyer/Accountant,86559,7861468,Vehicle loan,13607,755,10,7550,3,18,"[86559.0,7861468.0,755.0,7550.0,3.0,18.0]","[2.0013463430513356,3.1619718888034507,0.1664049641910533,0.37078089505631867,0.9460640980781114,1.7109665506042964]",1
4586,NEKOR931222414,Retired,11916,6656518,Personal loan,10584,588,8,4704,2,18,"[11916.0,6656518.0,588.0,4704.0,2.0,18.0]","[0.2755119978719684,2.6773272871318903,0.1295975085355488,0.2310136861384004,0.630709398718741,1.7109665506042964]",1
4621,NEKOR202004460,Business Owner/Personal Business,214577,7362155,Occupational Loans,211798,8824,16,141184,4,24,"[214577.0,7362155.0,8824.0,141184.0,4.0,24.0]","[4.961273746842344,2.961142518294772,1.9448442437375555,6.933553627500834,1.261418797437482,2.2812887341390615]",1
4626,NEKOR685612560,Business Owner/Personal Business,107087,6720353,Occupational Loans,9957,553,16,8848,0,18,"[107087.0,6720353.0,553.0,8848.0,0.0,18.0]","[2.475977955363837,2.703002450539255,0.1218833711227185,0.4345257429746103,0.0,1.7109665506042964]",1
4639,NEKOR279264330,Lawyer/Accountant,114875,9993121,Occupational Loans,22233,3705,6,22230,3,6,"[114875.0,9993121.0,3705.0,22230.0,3.0,6.0]","[2.656045716309363,4.019346982447989,0.816596546129606,1.091716463192313,0.9460640980781114,0.5703221835347654]",1
4662,NEKOR500886422,Lawyer/Accountant,7859,7225808,Personal loan,3952,658,3,1974,5,6,"[7859.0,7225808.0,658.0,1974.0,5.0,6.0]","[0.1817093648267707,2.9063022033405317,0.14502578336120936,0.0969432432902216,1.5767734967968525,0.5703221835347654]",1
4668,NEKOR164379625,Retired,5434,8794420,Vehicle loan,3397,566,3,1698,0,6,"[5434.0,8794420.0,566.0,1698.0,0.0,6.0]","[0.1256404998687711,3.5372157996866287,0.12474862216176975,0.0833888688484277,0.0,0.5703221835347654]",1
4681,NEKOR338191480,Business Owner/Personal Business,88191,8297572,Personal loan,53264,1479,5,7395,2,36,"[88191.0,8297572.0,1479.0,7395.0,2.0,36.0]","[2.0390801111385337,3.3373778802283014,0.32597740667359976,0.36316883694589097,0.630709398718741,3.4219331012085927]",1
4687,NEKOR938531498,Business Owner/Personal Business,93229,6534571,Occupational Loans,43759,4862,9,43758,4,9,"[93229.0,6534571.0,4862.0,43758.0,4.0,9.0]","[2.1555646231626167,2.6282788160417687,1.071603888605167,2.1489576696522374,1.261418797437482,0.8554832753021482]",1
4697,NEKOR695278250,Lawyer/Accountant,175272,8743210,Vehicle loan,151115,25185,6,151110,4,6,"[175272.0,8743210.0,25185.0,151110.0,4.0,6.0]","[4.05249571089423,3.5166185549448548,5.550872878346593,7.421020006882161,1.261418797437482,0.5703221835347654]",1
4711,NEKOR223868041,Business Owner/Personal Business,175966,8344445,Vehicle loan,132218,22036,3,66108,6,6,"[175966.0,8344445.0,22036.0,66108.0,6.0,6.0]","[4.068541810803859,3.356230734217389,4.856820915117948,3.2465673391235916,1.8921281961562229,0.5703221835347654]",1
4713,NEKOR526037396,Business Owner/Personal Business,257243,8701042,Vehicle loan,123310,3425,8,27400,9,36,"[257243.0,8701042.0,3425.0,27400.0,9.0,36.0]","[5.947762073563172,3.499658105496092,0.7548834468269636,1.345615433714322,2.8381922942343345,3.4219331012085927]",1
4715,NEKOR494530884,Politician/Family Member or Close Asscociates,15751,8221561,Occupational Loans,15661,652,17,11084,5,24,"[15751.0,8221561.0,652.0,11084.0,5.0,24.0]","[0.3641817286405987,3.3068053910647204,0.14370335980472418,0.544335819974071,1.5767734967968525,2.2812887341390615]",1
4727,NEKOR929380217,Business Owner/Personal Business,60174,8907792,Occupational Loans,53644,17881,3,53643,2,3,"[60174.0,8907792.0,17881.0,53643.0,2.0,3.0]","[1.3912939711268737,3.582815308197943,3.9410426022519522,2.634410536888226,0.630709398718741,0.2851610917673827]",1
4731,NEKOR490983756,Retired,22305,6470824,Vehicle loan,21066,2340,5,11700,9,9,"[22305.0,6470824.0,2340.0,11700.0,9.0,9.0]","[0.5157179517064665,2.602639047235796,0.5157451870292248,0.5745876122064806,2.8381922942343345,0.8554832753021482]",1
4735,NEKOR743447883,Retired,20598,8007346,Occupational Loans,6430,2143,3,6429,5,3,"[20598.0,8007346.0,2143.0,6429.0,5.0,3.0]","[0.47625009501232,3.220645680415255,0.4723256135912943,0.3157285263996123,1.5767734967968525,0.2851610917673827]",1
4764,NEKOR388619148,Business Owner/Personal Business,187178,9522269,Vehicle loan,62313,5192,3,15576,9,12,"[187178.0,9522269.0,5192.0,15576.0,9.0,12.0]","[4.327776496951938,3.8299649500099147,1.1443371842118526,0.7649381750194993,2.8381922942343345,1.1406443670695308]",1
4781,NEKOR015252616,Retired,6740,9695567,Occupational Loans,6021,501,9,4509,10,12,"[6740.0,9695567.0,501.0,4509.0,10.0,12.0]","[0.15583676281109995,3.899667377646313,0.11042236696651352,0.22143722593495907,3.153546993593705,1.1406443670695308]",1
4789,NEKOR939166723,Politician/Family Member or Close Asscociates,4757,8568807,Personal loan,3790,315,12,3780,5,12,"[4757.0,8568807.0,315.0,3780.0,5.0,12.0]","[0.10998746004338315,3.446471683734161,0.06942723671547257,0.18563599778978604,1.5767734967968525,1.1406443670695308]",1
4796,NEKOR956717974,Politician/Family Member or Close Asscociates,6628,6613124,Vehicle loan,3890,216,5,1080,1,18,"[6628.0,6613124.0,216.0,1080.0,1.0,18.0]","[0.15324719049139027,2.659873726531919,0.0476072480334669,0.053038856511367444,0.3153546993593705,1.7109665506042964]",1
4821,NEKOR821742581,Business Owner/Personal Business,81028,9527448,Vehicle loan,57768,19256,3,57768,5,3,"[81028.0,9527448.0,19256.0,57768.0,5.0,3.0]","[1.8734630885842443,3.8320480027441004,4.244098000613143,2.836989502730254,1.5767734967968525,0.2851610917673827]",1
4824,NEKOR145510417,Retired,21984,9238549,Vehicle loan,4088,227,4,908,1,18,"[21984.0,9238549.0,227.0,908.0,1.0,18.0]","[0.5082960524687272,3.7158495374315876,0.050031691220356424,0.044591927511408926,0.3153546993593705,1.7109665506042964]",1
4828,NEKOR816895672,Lawyer/Accountant,52759,6923753,Vehicle loan,5426,301,10,3010,0,18,"[52759.0,6923753.0,301.0,3010.0,0.0,18.0]","[1.2198504108532378,2.784812245119939,0.06634158175034045,0.14782125749927408,0.0,1.7109665506042964]",1
4843,NEKOR183610808,Retired,5302,8967367,Vehicle loan,4594,255,4,1020,4,18,"[5302.0,8967367.0,255.0,1020.0,4.0,18.0]","[0.12258850392054184,3.606777051128839,0.05620300115062065,0.05009225337184703,1.261418797437482,1.7109665506042964]",1
4855,NEKOR202308884,Retired,18299,7233295,Personal loan,7555,629,9,5661,5,12,"[18299.0,7233295.0,629.0,5661.0,5.0,12.0]","[0.42309449891399376,2.9093135599384943,0.13863406950486426,0.278012006213751,1.5767734967968525,1.1406443670695308]",1
4864,NEKOR666211576,Politician/Family Member or Close Asscociates,7006,9004609,Occupational Loans,4346,1448,3,4344,0,3,"[7006.0,9004609.0,1448.0,4344.0,0.0,3.0]","[0.16198699707041042,3.6217562073224174,0.31914488496509297,0.21333406730127794,0.0,0.2851610917673827]",1
4880,NEKOR848307222,Lawyer/Accountant,57009,8655074,Vehicle loan,48591,4049,10,40490,6,12,"[57009.0,8655074.0,4049.0,40490.0,6.0,12.0]","[1.3181154319136494,3.4811692528054095,0.8924154967014236,1.9884660186530256,1.8921281961562229,1.1406443670695308]",1
4899,NEKOR508397739,Retired,16003,8007652,Occupational Loans,6700,372,13,4836,10,18,"[16003.0,8007652.0,372.0,4836.0,10.0,18.0]","[0.3700082663599455,3.2207687570973675,0.08199026050208189,0.23749621304534532,3.153546993593705,1.7109665506042964]",1
4901,NEKOR336314902,Retired,24386,9227155,Vehicle loan,11676,648,14,9072,8,18,"[24386.0,9227155.0,648.0,9072.0,8.0,18.0]","[0.5638331302539293,3.7112667409741036,0.14282174410040072,0.4455263946954865,2.522837594874964,1.7109665506042964]",1
4909,NEKOR956461730,Lawyer/Accountant,17640,9893799,Personal loan,9166,254,6,1524,5,36,"[17640.0,9893799.0,254.0,1524.0,5.0,36.0]","[0.40785764035427347,3.9793985438179855,0.055982597224539785,0.0748437197438185,1.5767734967968525,3.4219331012085927]",1
4916,NEKOR515387871,Retired,3606,6334793,Personal loan,3306,1102,3,3306,7,3,"[3606.0,6334793.0,1102.0,3306.0,7.0,3.0]","[0.08337498022208108,2.5479258310774626,0.24288512654111355,0.16235783298757478,2.2074828955155934,0.2851610917673827]",1
4918,NEKOR047055723,Business Owner/Personal Business,21246,6788028,Occupational Loans,7523,313,18,5634,2,24,"[21246.0,6788028.0,313.0,5634.0,2.0,24.0]","[0.49123262057635453,2.730222105643718,0.06898642886331084,0.2766860348009668,0.630709398718741,2.2812887341390615]",1
4919,NEKOR929789185,Politician/Family Member or Close Asscociates,11556,7814897,Personal loan,8636,479,11,5269,7,18,"[11556.0,7814897.0,479.0,5269.0,7.0,18.0]","[0.2671883725586159,3.143240502650958,0.10557348059273448,0.2587608657022176,2.2074828955155934,1.7109665506042964]",1
4929,NEKOR627559858,Business Owner/Personal Business,228755,6263385,Personal loan,79747,13291,4,53164,8,6,"[228755.0,6263385.0,13291.0,53164.0,8.0,6.0]","[5.289085857099876,2.5192047208935024,2.9293885815407807,2.6108868218243875,2.522837594874964,0.5703221835347654]",1
4930,NEKOR694210586,Retired,34392,6556867,Vehicle loan,25280,2106,10,21060,8,12,"[34392.0,6556867.0,2106.0,21060.0,8.0,12.0]","[0.7951836716022774,2.6372465209580467,0.4641706683263023,1.034257701971665,2.522837594874964,1.1406443670695308]",1
4935,NEKOR382396685,Business Owner/Personal Business,57010,9667786,Vehicle loan,39361,6560,4,26240,3,6,"[57010.0,9667786.0,6560.0,26240.0,3.0,6.0]","[1.3181385530950753,3.8884935433137366,1.4458497550904763,1.2886477730169275,0.9460640980781114,0.5703221835347654]",1
4942,NEKOR917312835,Lawyer/Accountant,145448,7814741,Vehicle loan,53470,2970,4,11880,9,18,"[145448.0,7814741.0,2970.0,11880.0,9.0,18.0]","[3.362929596045826,3.143177757675763,0.6545996604601699,0.5834274216250419,2.8381922942343345,1.7109665506042964]",1
4947,NEKOR668221920,Retired,21727,6368384,Occupational Loans,17666,736,5,3680,1,24,"[21727.0,6368384.0,736.0,3680.0,1.0,24.0]","[0.5023539088422505,2.561436513524659,0.16221728959551684,0.18072499255725202,0.3153546993593705,2.2812887341390615]",1
4948,NEKOR423335825,Retired,13290,6846055,Occupational Loans,10134,844,7,5908,3,12,"[13290.0,6846055.0,844.0,5908.0,3.0,12.0]","[0.3072805011512639,2.7535612253592214,0.18602091361225032,0.29014218913811,0.9460640980781114,1.1406443670695308]",1
4952,NEKOR495267581,Business Owner/Personal Business,100303,7680580,Vehicle loan,14353,1196,6,7176,8,12,"[100303.0,7680580.0,1196.0,7176.0,8.0,12.0]","[2.3191238605699938,3.089216676797006,0.2636030955927149,0.35241373548664146,2.522837594874964,1.1406443670695308]",1
4969,NEKOR226645429,Retired,11459,6980293,Vehicle loan,10540,585,3,1755,3,18,"[11459.0,6980293.0,585.0,1755.0,3.0,18.0]","[0.2649456179602959,2.807553276514196,0.1289362967573062,0.08618814183097209,0.9460640980781114,1.7109665506042964]",1
4973,NEKOR992122037,Retired,22200,7612199,Occupational Loans,3358,1119,3,3357,4,3,"[22200.0,7612199.0,1119.0,3357.0,4.0,3.0]","[0.5132902276567387,3.0617130604586493,0.24663199328448826,0.16486244565616712,1.261418797437482,0.2851610917673827]",1
5001,NEKOR620256627,Business Owner/Personal Business,17177,6578936,Occupational Loans,16961,942,6,5652,6,18,"[17177.0,6578936.0,942.0,5652.0,6.0,18.0]","[0.3971525333540451,2.646122923891189,0.20762049836817512,0.2775700157428229,1.8921281961562229,1.7109665506042964]",1
5007,NEKOR770219164,Business Owner/Personal Business,494354,7156137,Occupational Loans,283890,15771,16,252336,2,18,"[494354.0,7156137.0,15771.0,252336.0,2.0,18.0]","[11.430048522658533,2.878279734322681,3.4759903182213265,12.39223416356705,0.630709398718741,1.7109665506042964]",1
5008,NEKOR898198527,Business Owner/Personal Business,43023,9216989,Vehicle loan,27983,1554,16,24864,5,18,"[43023.0,9216989.0,1554.0,24864.0,5.0,18.0]","[0.994742588489904,3.707177860090587,0.34250770112966467,1.2210723410172593,1.5767734967968525,1.7109665506042964]",1
5022,NEKOR657584632,Lawyer/Accountant,30100,9862805,Personal loan,9586,798,12,9576,9,12,"[30100.0,9862805.0,798.0,9576.0,9.0,12.0]","[0.6959475609219745,3.9669324043232277,0.1758823330125305,0.470277861067458,2.8381922942343345,1.1406443670695308]",1
5026,NEKOR646899238,Lawyer/Accountant,63029,7626937,Vehicle loan,28216,4702,5,23510,6,6,"[63029.0,7626937.0,4702.0,23510.0,6.0,6.0]","[1.4573049440980443,3.0676408517690237,1.0363392604322286,1.1545773301687487,1.8921281961562229,0.5703221835347654]",1
5029,NEKOR483690835,Politician/Family Member or Close Asscociates,13704,9072733,Occupational Loans,7489,312,21,6552,8,24,"[13704.0,9072733.0,312.0,6552.0,8.0,24.0]","[0.31685267026161923,3.649156455336255,0.06876602493722997,0.3217690628356291,2.522837594874964,2.2812887341390615]",1
5059,NEKOR897593108,Politician/Family Member or Close Asscociates,17016,8799570,Occupational Loans,10453,290,29,8410,7,36,"[17016.0,8799570.0,290.0,8410.0,7.0,36.0]","[0.3934300231444624,3.5392871882908103,0.06391713856345094,0.4130155400561113,2.2074828955155934,3.4219331012085927]",1
5063,NEKOR017877413,Lawyer/Accountant,111298,9983783,Vehicle loan,93227,10358,3,31074,7,9,"[111298.0,9983783.0,10358.0,31074.0,7.0,9.0]","[2.5733412503486353,4.01559113258666,2.2829438663456028,1.526045765957622,2.2074828955155934,0.8554832753021482]",1
5081,NEKOR324948103,Retired,28811,9685651,Occupational Loans,6951,2317,3,6951,5,3,"[28811.0,9685651.0,2317.0,6951.0,5.0,3.0]","[0.6661443580638874,3.8956790496076596,0.5106758967293649,0.3413639737134399,1.5767734967968525,0.2851610917673827]",1
5090,NEKOR232321394,Retired,12599,9967140,Occupational Loans,8267,344,11,3784,8,24,"[12599.0,9967140.0,344.0,3784.0,8.0,24.0]","[0.2913037647859122,4.008897128598428,0.07581895057181766,0.1858324379990874,2.522837594874964,2.2812887341390615]",1
5097,NEKOR996903309,Retired,3771,9017921,Personal loan,3585,199,12,2388,3,18,"[3771.0,9017921.0,199.0,2388.0,3.0,18.0]","[0.08718997515736765,3.627110445205692,0.0438603812900922,0.11727480495291245,0.9460640980781114,1.7109665506042964]",1
5099,NEKOR215543511,Politician/Family Member or Close Asscociates,11328,8642927,Vehicle loan,9568,797,12,9564,10,12,"[11328.0,8642927.0,797.0,9564.0,10.0,12.0]","[0.2619167431934926,3.476283591179197,0.17566192908644965,0.4696885404395539,3.153546993593705,1.1406443670695308]",1
5110,NEKOR774327924,Retired,19759,6241182,Occupational Loans,18024,1502,8,12016,8,12,"[19759.0,6241182.0,1502.0,12016.0,8.0,12.0]","[0.4568514237959234,2.5102744216355135,0.3310466969734597,0.5901063887412882,2.522837594874964,1.1406443670695308]",1
5119,NEKOR090527991,Retired,39304,7608458,Vehicle loan,38398,6399,5,31995,1,6,"[39304.0,7608458.0,6399.0,31995.0,1.0,6.0]","[0.9087549147666873,3.0602083876881165,1.410364722991457,1.5712761241492605,0.3153546993593705,0.5703221835347654]",1
