Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments
286,NEKOR390107386,Other,8065,4957397,Vehicle loan,5831,647,3,1941,2,9
287,NEKOR443404303,Politician/Family Member or Close Asscociates,13617,7686528,Occupational Loans,13541,752,5,3760,1,18
288,NEKOR854135733,Teacher/Instructor,43809,4352042,Personal loan,10515,1168,9,10512,8,9
289,NEKOR624338968,Police/Military,3507,113568,Occupational Loans,3394,141,22,3102,4,24
290,NEKOR856444501,Charity Officer,14933,634929,Personal loan,11940,1326,4,5304,4,9
291,NEKOR553392151,Agent/Insurance Broker,5133,138692,Personal loan,4672,778,6,4668,7,6
292,NEKOR858156962,Teacher/Instructor,34848,2473990,Occupational Loans,14107,2351,5,11755,3,6
293,NEKOR559959771,Docter/Nurse/Pharmacist,54929,1973491,Vehicle loan,31990,1332,19,25308,7,24
294,NEKOR201809328,Teacher/Instructor,7046,1182588,Personal loan,5153,572,9,5148,9,9
295,NEKOR961975196,Agent/Insurance Broker,5630,198451,Personal loan,4208,350,9,3150,4,12
296,NEKOR600106392,Business Owner/Personal Business,289155,3266325,Vehicle loan,242893,80964,3,242892,5,3
297,NEKOR849226747,Teacher/Instructor,23717,60485,Vehicle loan,17410,725,11,7975,10,24
298,NEKOR915864578,Politician/Family Member or Close Asscociates,17847,8137068,Personal loan,4166,347,11,3817,6,12
299,NEKOR930347125,Politician/Family Member or Close Asscociates,9827,4398531,Personal loan,7057,784,9,7056,9,9
300,NEKOR374621236,Judge/Attorney,48124,4407343,Vehicle loan,9356,519,18,9342,3,18
301,NEKOR004978829,Charity Officer,3587,587023,Vehicle loan,3448,143,11,1573,0,24
302,NEKOR796128664,Retired,37377,140087,Personal loan,25864,2873,4,11492,9,9
303,NEKOR494912517,Police/Military,12080,453691,Occupational Loans,7837,2612,3,7836,5,3
304,NEKOR172220055,Teacher/Instructor,12676,2251862,Personal loan,5612,467,11,5137,7,12
305,NEKOR242197381,Politician/Family Member or Close Asscociates,5988,9878852,Occupational Loans,5852,1950,3,5850,5,3
306,NEKOR011041254,Retired,13444,1971478,Occupational Loans,9994,416,17,7072,0,24
307,NEKOR499604559,Agent/Insurance Broker,14954,339087,Vehicle loan,9492,527,3,1581,7,18
308,NEKOR887062342,Student,27270,143144,Vehicle loan,22793,633,19,12027,3,36
309,NEKOR872111442,Househusband/Housewife/Unemployed,5440,144367,Personal loan,5211,579,9,5211,8,9
310,NEKOR093865260,Street Vendor,11437,2777907,Personal loan,8192,455,11,5005,2,18
311,NEKOR359788766,Retired,20390,1114632,Personal loan,11636,1292,3,3876,4,9
312,NEKOR841856122,Student,17616,95920,Vehicle loan,6129,1021,3,3063,5,6
313,NEKOR185046627,Agent/Insurance Broker,29991,268840,Vehicle loan,23835,7945,3,23835,4,3
314,NEKOR470878839,Other,32378,4150515,Occupational Loans,24310,2701,8,21608,1,9
315,NEKOR168495277,Teacher/Instructor,11465,77290,Vehicle loan,9273,386,15,5790,0,24
316,NEKOR985337935,Teacher/Instructor,28686,3986987,Occupational Loans,25273,4212,3,12636,1,6
317,NEKOR310306327,Lawyer/Accountant,56328,4727367,Vehicle loan,34942,2911,3,8733,9,12
318,NEKOR553892976,Politician/Family Member or Close Asscociates,4702,7369468,Personal loan,4249,118,13,1534,6,36
319,NEKOR900379009,Charity Officer,16477,469893,Personal loan,9610,266,22,5852,8,36
320,NEKOR046844513,Street Vendor,60630,3383243,Vehicle loan,41184,3432,12,41184,1,12
321,NEKOR956032781,Other,14730,4111063,Vehicle loan,4548,189,21,3969,1,24
322,NEKOR355989471,Police/Military,19807,758410,Personal loan,18779,521,8,4168,7,36
323,NEKOR262301182,Other,60477,1784724,Personal loan,43635,2424,9,21816,1,18
324,NEKOR505376398,Judge/Attorney,46572,370673,Personal loan,7243,603,10,6030,0,12
325,NEKOR657112396,Politician/Family Member or Close Asscociates,8161,9820592,Personal loan,5912,164,4,656,9,36
326,NEKOR556313358,Student,13170,5198,Personal loan,6151,170,20,3400,10,36
327,NEKOR592721947,Docter/Nurse/Pharmacist,22100,1390453,Personal loan,8832,981,8,7848,3,9
328,NEKOR958732688,Agent/Insurance Broker,8535,213417,Vehicle loan,5060,1686,3,5058,9,3
329,NEKOR913629652,Student,11403,175886,Vehicle loan,8488,471,9,4239,10,18
330,NEKOR682446608,Teacher/Instructor,11227,1977201,Occupational Loans,10479,582,15,8730,5,18
331,NEKOR722816201,Agent/Insurance Broker,6653,92259,Occupational Loans,3459,192,5,960,3,18
332,NEKOR097115051,Business Owner/Personal Business,246302,2567985,Occupational Loans,66692,7410,9,66690,7,9
333,NEKOR747794333,Retired,3623,8915076,Personal loan,3536,196,3,588,5,18
334,NEKOR623405324,Police/Military,14335,718846,Personal loan,3680,306,12,3672,5,12
335,NEKOR253762650,Other,22868,612447,Occupational Loans,12447,4149,3,12447,7,3
336,NEKOR343967640,Business Owner/Personal Business,72332,9795855,Occupational Loans,11810,656,15,9840,5,18
337,NEKOR673020852,Househusband/Housewife/Unemployed,3397,169544,Personal loan,3132,1044,3,3132,1,3
338,NEKOR160981772,Business Owner/Personal Business,70379,169014,Vehicle loan,39382,1093,34,37162,4,36
339,NEKOR727141442,Politician/Family Member or Close Asscociates,5037,9340436,Vehicle loan,4180,232,12,2784,2,18
340,NEKOR024744356,Judge/Attorney,57372,451915,Personal loan,29583,1232,6,7392,5,24
341,NEKOR135567870,Other,11152,2148261,Vehicle loan,4300,179,6,1074,6,24
342,NEKOR446118667,Househusband/Housewife/Unemployed,3775,33493,Vehicle loan,3086,342,9,3078,9,9
343,NEKOR651720901,Judge/Attorney,82077,460919,Personal loan,23205,644,21,13524,3,36
344,NEKOR016916360,Teacher/Instructor,33683,3405433,Occupational Loans,4150,1383,3,4149,8,3
345,NEKOR195211344,Other,28445,2022669,Vehicle loan,24354,8118,3,24354,1,3
346,NEKOR766208476,Retired,24285,6343352,Personal loan,12246,1020,11,11220,1,12
347,NEKOR224492202,Docter/Nurse/Pharmacist,48727,1542087,Personal loan,33315,1388,7,9716,0,24
348,NEKOR339183865,Teacher/Instructor,9600,1190367,Occupational Loans,8853,2951,3,8853,10,3
349,NEKOR731807492,Street Vendor,3808,3810091,Occupational Loans,3154,350,5,1750,7,9
350,NEKOR166599387,Politician/Family Member or Close Asscociates,9426,6816468,Vehicle loan,5039,419,7,2933,4,12
351,NEKOR705599374,Tour Guide,53688,4188147,Vehicle loan,10431,1738,6,10428,8,6
352,NEKOR862484837,Other,5192,2610844,Vehicle loan,4938,137,28,3836,4,36
353,NEKOR824337550,Employee,10247,17425,Personal loan,3768,418,3,1254,2,9
354,NEKOR650870257,Street Vendor,30497,3990759,Occupational Loans,19244,1603,6,9618,9,12
355,NEKOR106068922,Charity Officer,10508,246052,Occupational Loans,4749,395,10,3950,6,12
356,NEKOR166106203,Lawyer/Accountant,50412,7547896,Vehicle loan,41862,1162,19,22078,5,36
357,NEKOR469909275,Househusband/Housewife/Unemployed,4519,176725,Vehicle loan,3506,292,4,1168,9,12
358,NEKOR029348606,Lawyer/Accountant,17613,3414967,Personal loan,10969,914,11,10054,3,12
359,NEKOR004095514,Agent/Insurance Broker,10455,62453,Vehicle loan,10078,419,9,3771,8,24
360,NEKOR176197571,Charity Officer,3894,797662,Vehicle loan,3194,532,6,3192,2,6
361,NEKOR216193059,Business Owner/Personal Business,62190,8133910,Vehicle loan,44236,1843,9,16587,8,24
362,NEKOR634154855,Lawyer/Accountant,45431,743053,Occupational Loans,28983,4830,5,24150,0,6
363,NEKOR156549537,Househusband/Housewife/Unemployed,3026,26704,Occupational Loans,3006,83,21,1743,3,36
364,NEKOR275299791,Business Owner/Personal Business,3995,3103437,Occupational Loans,3067,85,15,1275,10,36
365,NEKOR948251182,Charity Officer,10214,178100,Occupational Loans,4151,345,8,2760,6,12
366,NEKOR955159751,Judge/Attorney,130920,3912264,Occupational Loans,10010,1112,5,5560,3,9
367,NEKOR654567693,Judge/Attorney,126908,1233274,Occupational Loans,39003,4333,9,38997,8,9
368,NEKOR120698528,Agent/Insurance Broker,15403,285920,Occupational Loans,6088,2029,3,6087,3,3
369,NEKOR499787719,Docter/Nurse/Pharmacist,48218,1390310,Personal loan,31860,10620,3,31860,3,3
370,NEKOR297135149,Teacher/Instructor,18491,3817679,Personal loan,9135,1015,6,6090,8,9
371,NEKOR467889627,Employee,18855,38931,Occupational Loans,7622,1270,5,6350,7,6
372,NEKOR730799250,Tour Guide,60269,458777,Personal loan,48711,1353,21,28413,3,36
373,NEKOR029465748,Tour Guide,11287,1300660,Personal loan,5460,455,7,3185,3,12
374,NEKOR893572761,Househusband/Housewife/Unemployed,5019,175072,Occupational Loans,3993,166,8,1328,6,24
375,NEKOR093687904,Agent/Insurance Broker,11205,225417,Occupational Loans,7581,631,3,1893,9,12
376,NEKOR996640504,Employee,10878,147066,Occupational Loans,6252,260,11,2860,6,24
377,NEKOR057475242,Judge/Attorney,114114,4888459,Vehicle loan,20848,2316,6,13896,10,9
378,NEKOR466761098,Househusband/Housewife/Unemployed,5915,158756,Personal loan,4849,202,19,3838,7,24
379,NEKOR488762924,Retired,13214,3615359,Personal loan,3674,612,5,3060,2,6
380,NEKOR316067628,Charity Officer,6744,612355,Vehicle loan,5523,306,9,2754,5,18
381,NEKOR059947634,Retired,8304,9195580,Occupational Loans,6484,270,6,1620,2,24
382,NEKOR755024414,Agent/Insurance Broker,4890,273384,Vehicle loan,4576,254,18,4572,10,18
383,NEKOR569836216,Docter/Nurse/Pharmacist,41712,1092564,Personal loan,8782,2927,3,8781,4,3
384,NEKOR794461152,Student,19457,156547,Vehicle loan,6478,269,22,5918,1,24
385,NEKOR931248149,Househusband/Housewife/Unemployed,8502,49368,Occupational Loans,8450,2816,3,8448,3,3
386,NEKOR270152982,Police/Military,24895,63892,Vehicle loan,13408,558,9,5022,3,24
387,NEKOR922684299,Teacher/Instructor,32580,4294459,Vehicle loan,21820,606,16,9696,7,36
388,NEKOR600289152,Retired,22208,4009493,Occupational Loans,8087,2695,3,8085,9,3
389,NEKOR674896470,Police/Military,25695,1969295,Personal loan,20829,578,25,14450,5,36
390,NEKOR528640480,Tour Guide,25388,327283,Occupational Loans,9993,1665,3,4995,0,6
391,NEKOR943591138,Lawyer/Accountant,101114,8745761,Vehicle loan,99189,11021,4,44084,7,9
392,NEKOR257533949,Street Vendor,18992,3059132,Vehicle loan,13255,736,9,6624,6,18
393,NEKOR882050052,Retired,17446,3776057,Personal loan,14157,2359,6,14154,5,6
394,NEKOR571587849,Business Owner/Personal Business,149807,8275842,Occupational Loans,85657,9517,9,85653,2,9
395,NEKOR116425941,Tour Guide,4099,2627241,Occupational Loans,3530,294,5,1470,7,12
396,NEKOR784152649,Agent/Insurance Broker,7322,216933,Vehicle loan,3577,596,6,3576,4,6
397,NEKOR792066035,Street Vendor,21649,4896814,Vehicle loan,15030,1252,4,5008,5,12
398,NEKOR405746646,Docter/Nurse/Pharmacist,61831,1887009,Personal loan,48987,16329,3,48987,10,3
399,NEKOR269528039,Docter/Nurse/Pharmacist,38105,1184085,Vehicle loan,12777,4259,3,12777,1,3
400,NEKOR268363075,Student,27391,62383,Vehicle loan,12646,702,5,3510,1,18
401,NEKOR235735195,Judge/Attorney,121060,4923402,Vehicle loan,12175,1014,3,3042,0,12
402,NEKOR191366345,Other,12857,1584783,Vehicle loan,11753,326,21,6846,6,36
403,NEKOR150302277,Other,9131,834566,Personal loan,3585,597,5,2985,10,6
404,NEKOR136591509,Politician/Family Member or Close Asscociates,9240,1373190,Vehicle loan,9006,500,5,2500,2,18
405,NEKOR226182775,Agent/Insurance Broker,10760,375282,Vehicle loan,3995,665,5,3325,0,6
406,NEKOR201404996,Student,16364,23902,Personal loan,7126,1187,5,5935,5,6
407,NEKOR917903588,Househusband/Housewife/Unemployed,6073,161347,Vehicle loan,5799,322,18,5796,4,18
408,NEKOR784020493,Business Owner/Personal Business,102486,4668396,Vehicle loan,88880,7406,9,66654,0,12
409,NEKOR971676720,Charity Officer,4250,837299,Vehicle loan,3468,1156,3,3468,6,3
410,NEKOR806522028,Retired,5664,1246958,Personal loan,4500,187,20,3740,9,24
411,NEKOR459738223,Student,6054,181202,Vehicle loan,5780,963,5,4815,6,6
412,NEKOR101343685,Student,13042,112083,Occupational Loans,5718,158,7,1106,8,36
413,NEKOR074198469,Tour Guide,4826,213154,Personal loan,4539,1513,3,4539,7,3
414,NEKOR515644882,Retired,33661,6252854,Occupational Loans,15661,652,21,13692,5,24
415,NEKOR358694054,Agent/Insurance Broker,14982,200662,Occupational Loans,14462,401,16,6416,7,36
416,NEKOR312183607,Politician/Family Member or Close Asscociates,4769,6530429,Vehicle loan,3473,1157,3,3471,5,3
417,NEKOR683821922,Business Owner/Personal Business,12367,8904677,Vehicle loan,4428,123,23,2829,8,36
418,NEKOR551083527,Other,28904,2776627,Occupational Loans,17288,5762,3,17286,6,3
419,NEKOR532196067,Retired,19423,9206711,Occupational Loans,16171,5390,3,16170,3,3
420,NEKOR022822728,Judge/Attorney,32087,2032501,Occupational Loans,29517,819,7,5733,4,36
421,NEKOR062533407,Judge/Attorney,108301,2261370,Occupational Loans,98371,8197,6,49182,4,12
422,NEKOR148976216,Charity Officer,8147,265936,Personal loan,4178,348,12,4176,1,12
423,NEKOR477380766,Charity Officer,18602,814177,Personal loan,15893,882,6,5292,7,18
424,NEKOR325364311,Retired,10053,2994454,Vehicle loan,8437,468,9,4212,4,18
425,NEKOR981310466,Judge/Attorney,74378,1300839,Occupational Loans,51319,4276,4,17104,8,12
426,NEKOR840894650,Lawyer/Accountant,18989,9375764,Occupational Loans,6142,255,7,1785,10,24
427,NEKOR197989178,Judge/Attorney,36089,3169344,Occupational Loans,5332,296,15,4440,4,18
428,NEKOR232780684,Other,21680,2445125,Occupational Loans,14675,1630,5,8150,4,9
429,NEKOR818095990,Charity Officer,5966,113347,Vehicle loan,5500,152,20,3040,1,36
430,NEKOR818454945,Politician/Family Member or Close Asscociates,5997,3946650,Vehicle loan,4967,275,4,1100,8,18
431,NEKOR383477130,Student,29298,42063,Occupational Loans,6233,1038,6,6228,5,6
432,NEKOR822055861,Police/Military,12974,251564,Occupational Loans,11734,325,32,10400,0,36
433,NEKOR324327822,Agent/Insurance Broker,51208,354617,Vehicle loan,32302,1794,3,5382,6,18
434,NEKOR390561898,Docter/Nurse/Pharmacist,22031,1383042,Vehicle loan,5925,658,8,5264,7,9
435,NEKOR872527519,Other,63595,2103176,Personal loan,61568,1710,25,42750,10,36
436,NEKOR332225284,Docter/Nurse/Pharmacist,33178,614767,Vehicle loan,25635,2136,9,19224,1,12
437,NEKOR244094035,Politician/Family Member or Close Asscociates,8641,1345466,Personal loan,6980,775,6,4650,2,9
438,NEKOR534172403,Street Vendor,14739,2489671,Occupational Loans,12987,1082,4,4328,7,12
439,NEKOR148372558,Politician/Family Member or Close Asscociates,17442,9976918,Vehicle loan,8179,908,6,5448,1,9
440,NEKOR613463968,Agent/Insurance Broker,33756,417198,Personal loan,30965,10321,3,30963,3,3
441,NEKOR198657818,Docter/Nurse/Pharmacist,11862,162690,Personal loan,4320,720,3,2160,8,6
442,NEKOR306080169,Tour Guide,26166,3165179,Vehicle loan,24863,4143,3,12429,9,6
443,NEKOR778394739,Charity Officer,5812,626193,Vehicle loan,4255,354,5,1770,6,12
444,NEKOR766778280,Househusband/Housewife/Unemployed,3417,54909,Vehicle loan,3022,251,8,2008,1,12
445,NEKOR512834658,Street Vendor,17409,2282360,Personal loan,9040,1506,6,9036,8,6
446,NEKOR070634330,Employee,41395,40657,Occupational Loans,19526,1627,3,4881,1,12
447,NEKOR231329117,Agent/Insurance Broker,4094,283727,Personal loan,3224,179,9,1611,10,18
448,NEKOR943397660,Docter/Nurse/Pharmacist,3298,250079,Personal loan,3099,172,14,2408,6,18
449,NEKOR333786244,Tour Guide,3789,4310822,Vehicle loan,3612,602,6,3612,2,6
450,NEKOR567754651,Teacher/Instructor,8622,1725211,Occupational Loans,3538,294,6,1764,3,12
451,NEKOR764682123,Docter/Nurse/Pharmacist,16799,1419727,Vehicle loan,16737,5579,3,16737,8,3
452,NEKOR662181311,Charity Officer,15216,176327,Personal loan,8335,231,12,2772,9,36
453,NEKOR013830049,Street Vendor,71233,4792906,Vehicle loan,33986,1416,12,16992,9,24
454,NEKOR487322946,Student,9678,92752,Vehicle loan,5553,154,20,3080,8,36
455,NEKOR870458169,Househusband/Housewife/Unemployed,4829,31219,Vehicle loan,3723,103,33,3399,0,36
456,NEKOR261110215,Lawyer/Accountant,35657,7322760,Personal loan,14733,2455,5,12275,7,6
457,NEKOR854318656,Retired,10626,7742876,Vehicle loan,3454,287,10,2870,2,12
458,NEKOR600590422,Employee,26239,196087,Personal loan,14999,2499,4,9996,4,6
459,NEKOR873670634,Other,17332,1825486,Vehicle loan,7249,302,23,6946,7,24
460,NEKOR566525401,Other,60173,2156229,Occupational Loans,31865,1327,3,3981,2,24
461,NEKOR120768941,Police/Military,16909,582541,Vehicle loan,8373,2791,3,8373,4,3
462,NEKOR189199007,Lawyer/Accountant,18063,2795848,Occupational Loans,4775,1591,3,4773,5,3
463,NEKOR248640573,Employee,7976,103168,Vehicle loan,6022,2007,3,6021,9,3
464,NEKOR041877080,Other,56409,4003513,Vehicle loan,14660,814,4,3256,3,18
465,NEKOR077367601,Politician/Family Member or Close Asscociates,12736,1452035,Occupational Loans,12278,1023,10,10230,6,12
466,NEKOR376854494,Agent/Insurance Broker,6149,311149,Personal loan,4578,127,36,4572,3,36
467,NEKOR336436284,Business Owner/Personal Business,116892,3934184,Vehicle loan,23362,3893,6,23358,10,6
468,NEKOR394853090,Tour Guide,6884,1916361,Personal loan,4986,1662,3,4986,1,3
469,NEKOR866622139,Judge/Attorney,32529,1723430,Vehicle loan,30587,10195,3,30585,6,3
470,NEKOR386560419,Other,88509,1337366,Personal loan,24921,2769,8,22152,0,9
471,NEKOR759729931,Student,13473,166940,Vehicle loan,9454,1050,6,6300,3,9
472,NEKOR626179811,Other,58605,993275,Personal loan,41333,13777,3,41331,10,3
473,NEKOR407562516,Business Owner/Personal Business,80296,5269421,Vehicle loan,74136,24712,3,74136,3,3
474,NEKOR667100901,Househusband/Housewife/Unemployed,6804,182374,Occupational Loans,5519,459,12,5508,1,12
475,NEKOR365039838,Judge/Attorney,12149,1725158,Occupational Loans,7100,394,15,5910,6,18
476,NEKOR211381067,Employee,12627,28034,Occupational Loans,5276,219,18,3942,3,24
477,NEKOR546051914,Employee,18062,63820,Occupational Loans,5185,144,16,2304,3,36
478,NEKOR656800456,Street Vendor,19924,680450,Occupational Loans,14571,1619,5,8095,7,9
479,NEKOR878561115,Street Vendor,51071,4848363,Occupational Loans,9933,413,3,1239,2,24
480,NEKOR039517146,Employee,16475,91683,Vehicle loan,14599,2433,6,14598,1,6
481,NEKOR903036398,Tour Guide,6629,2928709,Personal loan,6592,183,33,6039,9,36
482,NEKOR705239654,Business Owner/Personal Business,181130,5564219,Personal loan,98300,16383,5,81915,1,6
483,NEKOR374654669,Docter/Nurse/Pharmacist,50778,461903,Occupational Loans,42409,2356,17,40052,0,18
484,NEKOR232760497,Business Owner/Personal Business,5822,5523285,Vehicle loan,5177,143,8,1144,5,36
485,NEKOR865263368,Charity Officer,15879,450677,Personal loan,10132,1688,4,6752,5,6
486,NEKOR149221088,Lawyer/Accountant,99702,5372911,Personal loan,68584,22861,3,68583,1,3
487,NEKOR631446261,Househusband/Housewife/Unemployed,4294,26852,Occupational Loans,3889,1296,3,3888,7,3
488,NEKOR572919185,Tour Guide,6771,1326372,Personal loan,3946,438,6,2628,5,9
489,NEKOR372882931,Student,3738,159366,Personal loan,3647,202,7,1414,1,18
490,NEKOR805830307,Police/Military,3686,118437,Personal loan,3273,545,3,1635,7,6
491,NEKOR164994355,Student,21400,75099,Vehicle loan,7982,332,14,4648,10,24
492,NEKOR161663877,Tour Guide,28436,862559,Personal loan,23057,2561,8,20488,3,9
493,NEKOR238745791,Charity Officer,3999,458872,Personal loan,3656,1218,3,3654,10,3
494,NEKOR584237582,Student,28783,188386,Personal loan,16475,1830,9,16470,0,9
495,NEKOR618509324,Business Owner/Personal Business,112862,3040757,Occupational Loans,83346,2315,3,6945,3,36
496,NEKOR916651393,Employee,20459,67145,Vehicle loan,10974,304,30,9120,10,36
497,NEKOR229009739,Teacher/Instructor,13004,536644,Vehicle loan,12862,4287,3,12861,4,3
498,NEKOR802404600,Charity Officer,5726,600286,Occupational Loans,4208,467,7,3269,10,9
499,NEKOR280077955,Teacher/Instructor,15755,4091902,Occupational Loans,6265,522,10,5220,6,12
500,NEKOR611217836,Employee,27861,190864,Occupational Loans,19695,2188,6,13128,4,9
501,NEKOR105038345,Other,70991,817945,Personal loan,20780,6926,3,20778,1,3
502,NEKOR871399662,Docter/Nurse/Pharmacist,4997,858380,Vehicle loan,4906,204,11,2244,9,24
503,NEKOR495398504,Charity Officer,6312,863421,Personal loan,5345,1781,3,5343,10,3
504,NEKOR544738157,Judge/Attorney,39915,4223837,Vehicle loan,5892,327,9,2943,4,18
505,NEKOR701785083,Charity Officer,8083,920418,Occupational Loans,6928,2309,3,6927,4,3
506,NEKOR159514680,Other,3234,4247256,Occupational Loans,3052,169,3,507,0,18
507,NEKOR398095930,Teacher/Instructor,23810,2573205,Vehicle loan,17026,709,9,6381,3,24
508,NEKOR954811641,Student,13217,81315,Vehicle loan,9395,1043,7,7301,8,9
509,NEKOR822848864,Retired,9067,9740338,Occupational Loans,3950,329,5,1645,7,12
