Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
549,NEKOR943168499,Judge/Attorney,39216,3460900,Personal loan,32416,3601,9,32409,6,9,"[39216.0,3460900.0,3601.0,32409.0,6.0,9.0]","[0.9067202508012011,1.392013363147934,0.7936745378171959,1.5916076858119512,1.8921281961562229,0.8554832753021482]",3
566,NEKOR465188514,Other,3168,3882736,Occupational Loans,3061,1020,3,3060,1,3,"[3168.0,3882736.0,1020.0,3060.0,1.0,3.0]","[0.07324790275750218,1.5616806026107535,0.2248120046024826,0.15027676011554109,0.3153546993593705,0.2851610917673827]",3
567,NEKOR421580219,Other,50733,4222665,Vehicle loan,15936,664,8,5312,4,24,"[50733.0,4222665.0,664.0,5312.0,4.0,24.0]","[1.1730068972842038,1.6984039146167385,0.14634820691769457,0.26087259795220724,1.261418797437482,2.2812887341390615]",3
568,NEKOR153153981,Other,72061,3768369,Personal loan,18572,6190,3,18570,4,3,"[72061.0,3768369.0,6190.0,18570.0,4.0,3.0]","[1.6661354547374887,1.5156808937768838,1.3643003024405562,0.911973671681568,1.261418797437482,0.2851610917673827]",3
569,NEKOR388810715,Lawyer/Accountant,27839,3288819,Vehicle loan,13713,761,18,13698,9,18,"[27839.0,3288819.0,761.0,13698.0,9.0,18.0]","[0.6436705697178355,1.3228004267603297,0.16772738774753848,0.6727094967525103,2.8381922942343345,1.7109665506042964]",3
571,NEKOR033374644,Tour Guide,28465,4486381,Personal loan,9729,540,6,3240,2,18,"[28465.0,4486381.0,540.0,3240.0,2.0,18.0]","[0.6581444292904985,1.8044734907604931,0.11901812008366726,0.15911656953410233,0.630709398718741,1.7109665506042964]",3
579,NEKOR299853184,Politician/Family Member or Close Asscociates,11089,5852492,Personal loan,5930,164,11,1804,1,36,"[11089.0,5852492.0,164.0,1804.0,1.0,36.0]","[0.2563907808326836,2.353938880556034,0.03614624387726191,0.08859453439491376,0.3153546993593705,3.4219331012085927]",3
581,NEKOR312786339,Teacher/Instructor,24316,3868689,Occupational Loans,13889,385,19,7315,8,36,"[24316.0,3868689.0,385.0,7315.0,8.0,36.0]","[0.5622146475541108,1.556030739363581,0.08485551154113313,0.3592400327598637,2.522837594874964,3.4219331012085927]",3
589,NEKOR643881693,Retired,13130,4831494,Personal loan,5074,845,5,4225,9,6,"[13130.0,4831494.0,845.0,4225.0,9.0,6.0]","[0.3035811121231072,1.9432818665575613,0.18624131753833117,0.20748997107456243,2.8381922942343345,0.5703221835347654]",3
605,NEKOR215643882,Business Owner/Personal Business,199229,3194555,Vehicle loan,71485,23828,3,71484,3,3,"[199229.0,3194555.0,23828.0,71484.0,3.0,3.0]","[4.606409854316414,1.2848863732875981,5.251784750654858,3.5105829804246205,0.9460640980781114,0.2851610917673827]",3
606,NEKOR587679124,Other,64915,4731124,Personal loan,5068,211,18,3798,7,24,"[64915.0,4731124.0,211.0,3798.0,7.0,24.0]","[1.5009114922674411,1.9029119104018914,0.04650522840306258,0.18651997873164217,2.2074828955155934,2.2812887341390615]",3
619,NEKOR164172298,Judge/Attorney,15917,3748090,Personal loan,10624,885,6,5310,5,12,"[15917.0,3748090.0,885.0,5310.0,5.0,12.0]","[0.36801984475731125,1.5075244492129618,0.19505747458156578,0.2607743778475566,1.5767734967968525,1.1406443670695308]",3
621,NEKOR301470831,Politician/Family Member or Close Asscociates,8418,3274223,Vehicle loan,5647,156,28,4368,6,36,"[8418.0,3274223.0,156.0,4368.0,6.0,36.0]","[0.19463410524389307,1.3169297494658376,0.034383012468614985,0.2145127085570861,1.8921281961562229,3.4219331012085927]",3
622,NEKOR740786956,Lawyer/Accountant,59714,4236873,Occupational Loans,19087,1060,16,16960,0,18,"[59714.0,4236873.0,1060.0,16960.0,0.0,18.0]","[1.3806582276709232,1.7041185338960028,0.2336281616457172,0.8329064874377702,0.0,1.7109665506042964]",3
623,NEKOR367371815,Politician/Family Member or Close Asscociates,11271,6178986,Occupational Loans,8451,939,6,5634,0,9,"[11271.0,6178986.0,939.0,5634.0,0.0,9.0]","[0.26059883585221183,2.485258482679072,0.2069592865899325,0.2766860348009668,0.0,0.8554832753021482]",3
624,NEKOR676602272,Retired,15888,6134328,Personal loan,11182,621,11,6831,2,18,"[15888.0,6134328.0,621.0,6831.0,2.0,18.0]","[0.36734933049595786,2.4672965268954723,0.13687083809621736,0.3354707674343991,0.630709398718741,1.7109665506042964]",3
627,NEKOR839933931,Street Vendor,7965,4156449,Personal loan,5344,890,3,2670,10,6,"[7965.0,4156449.0,890.0,2670.0,10.0,6.0]","[0.1841602100579245,1.6717710859148969,0.19615949421197013,0.1311238397086584,3.153546993593705,0.5703221835347654]",3
630,NEKOR647928520,Teacher/Instructor,13252,4566398,Personal loan,10347,862,5,4310,1,12,"[13252.0,4566398.0,862.0,4310.0,1.0,12.0]","[0.30640189625707664,1.8366572387101618,0.18998818428170589,0.21166432552221637,0.3153546993593705,1.1406443670695308]",3
631,NEKOR156427256,Judge/Attorney,44821,3985653,Occupational Loans,35482,1971,10,19710,10,18,"[44821.0,3985653.0,1971.0,19710.0,10.0,18.0]","[1.0363144726938147,1.6030749911498894,0.4344161383053855,0.9679591313324558,3.153546993593705,1.7109665506042964]",3
632,NEKOR302154180,Retired,4428,4130115,Personal loan,3939,109,19,2071,3,36,"[4428.0,4130115.0,109.0,2071.0,3.0,36.0]","[0.102380591354236,1.661179251448389,0.024024027942814316,0.10170691836577961,0.9460640980781114,3.4219331012085927]",3
635,NEKOR056834887,Lawyer/Accountant,62356,4349881,Personal loan,43536,7256,4,29024,2,6,"[62356.0,4349881.0,7256.0,29024.0,2.0,6.0]","[1.4417443889983603,1.7495716374651964,1.5992508876427587,1.4253701586906746,0.630709398718741,0.5703221835347654]",3
636,NEKOR980810264,Tour Guide,11786,3983029,Occupational Loans,5372,298,10,2980,6,18,"[11786.0,3983029.0,298.0,2980.0,6.0,18.0]","[0.2725062442865911,1.6020195884902055,0.06568036997209786,0.14634795592951386,1.8921281961562229,1.7109665506042964]",3
638,NEKOR872946556,Street Vendor,18421,3408235,Occupational Loans,10601,1177,6,7062,10,9,"[18421.0,3408235.0,1177.0,7062.0,10.0,9.0]","[0.4259152830479632,1.3708309008490562,0.25941542099717846,0.34681518952155266,3.153546993593705,0.8554832753021482]",3
640,NEKOR380166654,Business Owner/Personal Business,60741,4702612,Occupational Loans,52095,5788,3,17364,8,9,"[60741.0,4702612.0,5788.0,17364.0,8.0,9.0]","[1.404403680995404,1.8914440595509352,1.2756979241560484,0.8527469485772077,2.522837594874964,0.8554832753021482]",3
646,NEKOR130852149,Other,7836,3810145,Vehicle loan,3385,94,6,564,1,36,"[7836.0,3810145.0,94.0,564.0,1.0,36.0]","[0.1811775776539732,1.5324836763649006,0.020717969051601337,0.027698069511491886,0.3153546993593705,3.4219331012085927]",3
652,NEKOR470383265,Teacher/Instructor,8808,3502189,Occupational Loans,7346,204,21,4284,10,36,"[8808.0,3502189.0,204.0,4284.0,10.0,36.0]","[0.20365136600002498,1.4086202687941576,0.04496240092049652,0.21038746416175752,3.153546993593705,3.4219331012085927]",3
654,NEKOR675259429,Lawyer/Accountant,34369,5308490,Occupational Loans,12626,2104,4,8416,2,6,"[34369.0,5308490.0,2104.0,8416.0,2.0,6.0]","[0.7946518844294799,2.135135085710993,0.4637298604741406,0.41331020037006333,0.630709398718741,0.5703221835347654]",3
657,NEKOR879416585,Tour Guide,14611,3597761,Personal loan,13916,4638,3,13914,0,3,"[14611.0,3597761.0,4638.0,13914.0,0.0,3.0]","[0.3378235818149824,1.4470604147512132,1.0222334091630532,0.6833172680547839,0.0,0.2851610917673827]",3
672,NEKOR012705797,Street Vendor,23824,4119035,Occupational Loans,18968,1053,10,10530,3,18,"[23824.0,4119035.0,1053.0,10530.0,3.0,18.0]","[0.550839026292529,1.6567227493640526,0.23208533416315116,0.5171288509858325,0.9460640980781114,1.7109665506042964]",3
678,NEKOR329667646,Judge/Attorney,98751,4175429,Personal loan,75663,2101,25,52525,6,36,"[98751.0,4175429.0,2101.0,52525.0,6.0,36.0]","[2.283239786996874,1.6794050578969097,0.463068648695898,2.579505498388495,1.8921281961562229,3.4219331012085927]",3
679,NEKOR269703442,Retired,35062,4345211,Personal loan,26693,4448,4,17792,4,6,"[35062.0,4345211.0,4448.0,17792.0,4.0,6.0]","[0.8106748631576834,1.7476933103231522,0.9803566632076889,0.8737660509724533,1.261418797437482,0.5703221835347654]",3
680,NEKOR460873373,Tour Guide,16300,4013165,Personal loan,12684,1057,10,10570,9,12,"[16300.0,4013165.0,1057.0,10570.0,9.0,12.0]","[0.3768752572434613,1.6141406306213928,0.23296694986747463,0.5190932530788461,2.8381922942343345,1.1406443670695308]",3
682,NEKOR283926151,Tour Guide,35895,4949775,Personal loan,27074,752,23,17296,8,36,"[35895.0,4949775.0,752.0,17296.0,8.0,36.0]","[0.8299348072855242,1.990855830730609,0.1657437524128107,0.8494074650190845,2.522837594874964,3.4219331012085927]",3
689,NEKOR232172920,Judge/Attorney,3246,4916260,Vehicle loan,3212,89,34,3026,3,36,"[3246.0,4916260.0,89.0,3026.0,3.0,36.0]","[0.07505135490872855,1.977375716348251,0.019615949421197012,0.14860701833647952,0.9460640980781114,3.4219331012085927]",3
694,NEKOR952746934,Teacher/Instructor,6842,3410877,Personal loan,5208,578,8,4624,5,9,"[6842.0,3410877.0,578.0,4624.0,5.0,9.0]","[0.15819512331654983,1.3718935433135704,0.12739346927474013,0.2270848819523732,1.5767734967968525,0.8554832753021482]",3
695,NEKOR360101313,Judge/Attorney,24321,3764080,Vehicle loan,14827,411,23,9453,8,36,"[24321.0,3764080.0,411.0,9453.0,8.0,36.0]","[0.5623302534612407,1.5139558091704108,0.09058601361923564,0.46423732463144113,2.522837594874964,3.4219331012085927]",3
696,NEKOR254398190,Tour Guide,57979,4167405,Occupational Loans,30302,5050,5,25250,1,6,"[57979.0,4167405.0,5050.0,25250.0,1.0,6.0]","[1.3405429778968492,1.676177713788181,1.1130398267083697,1.2400288212148407,0.3153546993593705,0.5703221835347654]",3
712,NEKOR068723871,Politician/Family Member or Close Asscociates,23603,4302300,Vehicle loan,5257,219,4,876,10,24,"[23603.0,4302300.0,219.0,876.0,10.0,24.0]","[0.5457292451973875,1.7304340178194562,0.0482684598117095,0.04302040583699804,3.153546993593705,2.2812887341390615]",3
713,NEKOR901465677,Other,32274,4320860,Personal loan,21449,2383,4,9532,6,9,"[32274.0,4320860.0,2383.0,9532.0,6.0,9.0]","[0.7462130093420534,1.7378990610220988,0.525222555850702,0.468117018765143,1.8921281961562229,0.8554832753021482]",3
714,NEKOR434915563,Business Owner/Personal Business,29624,3554896,Occupational Loans,6341,264,18,4752,1,24,"[29624.0,3554896.0,264.0,4752.0,1.0,24.0]","[0.6849418785632084,1.4298196239709722,0.05818663648534844,0.23337096865001675,0.3153546993593705,2.2812887341390615]",3
721,NEKOR173801444,Retired,23133,4541745,Personal loan,22539,3756,5,18780,2,6,"[23133.0,4541745.0,3756.0,18780.0,2.0,6.0]","[0.5348622899271773,1.8267415215725138,0.82783714635973,0.9222867826698894,0.630709398718741,0.5703221835347654]",3
732,NEKOR768017992,Tour Guide,4649,4550414,Vehicle loan,3178,176,18,3168,9,18,"[4649.0,4550414.0,176.0,3168.0,9.0,18.0]","[0.1074903724493774,1.8302282920209896,0.03879109099023229,0.15558064576667782,2.8381922942343345,1.7109665506042964]",3
743,NEKOR068629618,Business Owner/Personal Business,18357,4526966,Occupational Loans,16166,898,7,6286,9,18,"[18357.0,4526966.0,898.0,6286.0,9.0,18.0]","[0.42443552743670054,1.820797239595582,0.19792272562061702,0.30870578891708866,2.8381922942343345,1.7109665506042964]",3
752,NEKOR049251061,Street Vendor,22458,4745292,Vehicle loan,21501,597,19,11343,3,36,"[22458.0,4745292.0,597.0,11343.0,3.0,36.0]","[0.5192554924646413,1.9086104412259777,0.13158114387027658,0.5570553235263341,0.9460640980781114,3.4219331012085927]",3
766,NEKOR701395708,Retired,8970,4394562,Occupational Loans,8539,474,4,1896,4,18,"[8970.0,4394562.0,474.0,1896.0,4.0,18.0]","[0.20739699739103362,1.7675428441105234,0.10447146096233015,0.09311265920884507,1.261418797437482,1.7109665506042964]",3
775,NEKOR609024276,Judge/Attorney,28401,4186358,Vehicle loan,18582,774,15,11610,1,24,"[28401.0,4186358.0,774.0,11610.0,1.0,24.0]","[0.6566646736792359,1.6838008260629485,0.17059263878658973,0.5701677074972,0.3153546993593705,2.2812887341390615]",3
777,NEKOR482671420,Business Owner/Personal Business,52382,3648995,Vehicle loan,18820,3136,3,9408,0,6,"[52382.0,3648995.0,3136.0,9408.0,0.0,6.0]","[1.2111337254556436,1.4676673125660942,0.6911867121895936,0.4620273722768008,0.0,0.5703221835347654]",3
780,NEKOR829797484,Tour Guide,15866,4481263,Occupational Loans,12586,699,5,3495,10,18,"[15866.0,4481263.0,699.0,3495.0,10.0,18.0]","[0.3668406645045863,1.8024149729204542,0.15406234433052485,0.17163963287706407,3.153546993593705,1.7109665506042964]",3
783,NEKOR419770237,Retired,8786,5795205,Occupational Loans,8371,232,33,7656,4,36,"[8786.0,5795205.0,232.0,7656.0,4.0,36.0]","[0.20314270000865345,2.330897397261326,0.05113371085076075,0.3759865606028048,1.261418797437482,3.4219331012085927]",3
788,NEKOR434969035,Politician/Family Member or Close Asscociates,14009,5447396,Personal loan,13230,1102,5,5510,3,12,"[14009.0,5447396.0,1102.0,5510.0,3.0,12.0]","[0.3239046305965429,2.191004659585253,0.24288512654111355,0.2705963883126246,0.9460640980781114,1.1406443670695308]",3
792,NEKOR600487143,Judge/Attorney,18334,4083503,Vehicle loan,5467,607,5,3035,7,9,"[18334.0,4083503.0,607.0,3035.0,7.0,9.0]","[0.42390374026390304,1.6424313746293384,0.13378518313108523,0.14904900880740757,2.2074828955155934,0.8554832753021482]",3
798,NEKOR840351652,Street Vendor,13158,4852243,Personal loan,4680,520,9,4680,8,9,"[13158.0,4852243.0,520.0,4680.0,8.0,9.0]","[0.30422850520303457,1.9516273504698258,0.11461004156204996,0.22983504488259224,2.522837594874964,0.8554832753021482]",3
799,NEKOR454623205,Lawyer/Accountant,20350,4177894,Vehicle loan,19909,829,3,2487,7,24,"[20350.0,4177894.0,829.0,2487.0,7.0,24.0]","[0.47051604201867714,1.6803965089472606,0.18271485472103732,0.12213670013312114,2.2074828955155934,2.2812887341390615]",3
801,NEKOR019065455,Business Owner/Personal Business,9357,4745659,Personal loan,6207,344,16,5504,4,18,"[9357.0,4745659.0,344.0,5504.0,4.0,18.0]","[0.21634489460288758,1.9087580528022368,0.07581895057181766,0.2703017279986726,1.261418797437482,1.7109665506042964]",3
803,NEKOR790957875,Retired,19890,4293833,Personal loan,17185,5728,3,17184,3,3,"[19890.0,4293833.0,5728.0,17184.0,3.0,3.0]","[0.4598802985627267,1.72702849406963,1.2624736885911965,0.8439071391586463,0.9460640980781114,0.2851610917673827]",3
817,NEKOR834331089,Tour Guide,16004,4929288,Vehicle loan,8973,747,6,4482,10,12,"[16004.0,4929288.0,747.0,4482.0,10.0,12.0]","[0.37003138754137144,1.982615726199761,0.16464173278240637,0.2201112545221749,3.153546993593705,1.1406443670695308]",3
823,NEKOR045406894,Other,46382,4386347,Personal loan,25652,712,35,24920,1,36,"[46382.0,4386347.0,712.0,24920.0,1.0,36.0]","[1.0724066368997682,1.7642386776283194,0.1569275953695761,1.2238225039474784,0.3153546993593705,3.4219331012085927]",3
825,NEKOR792310649,Street Vendor,4833,3811221,Personal loan,4192,232,17,3944,6,18,"[4833.0,3811221.0,232.0,3944.0,6.0,18.0]","[0.11174466983175757,1.532916455809192,0.05113371085076075,0.19369004637114184,1.8921281961562229,1.7109665506042964]",3
828,NEKOR592023393,Retired,5789,3422276,Personal loan,4570,761,4,3044,10,6,"[5789.0,3422276.0,761.0,3044.0,10.0,6.0]","[0.13384851927499372,1.376478350827952,0.16772738774753848,0.14949099927833565,3.153546993593705,0.5703221835347654]",3
831,NEKOR678191890,Lawyer/Accountant,33205,6116140,Personal loan,28012,9337,3,28011,7,3,"[33205.0,6116140.0,9337.0,28011.0,7.0,3.0]","[0.7677388292496401,2.4599811063259858,2.057911457817039,1.375621675685105,2.2074828955155934,0.2851610917673827]",3
832,NEKOR355446988,Judge/Attorney,66495,4827070,Personal loan,43074,14358,3,43074,6,3,"[66495.0,4827070.0,14358.0,43074.0,6.0,3.0]","[1.5374429589204883,1.9415024834148624,3.164559570669064,2.115366393861705,1.8921281961562229,0.2851610917673827]",3
838,NEKOR127646412,Tour Guide,11467,3619914,Occupational Loans,9158,508,14,7112,6,18,"[11467.0,3619914.0,508.0,7112.0,6.0,18.0]","[0.26513058741170376,1.4559706034402295,0.11196519444907957,0.3492706921378197,1.8921281961562229,1.7109665506042964]",3
840,NEKOR362147399,Judge/Attorney,103935,4851032,Vehicle loan,76878,3203,12,38436,4,24,"[103935.0,4851032.0,3203.0,38436.0,4.0,24.0]","[2.4030999915091504,1.9511402724893085,0.7059537752370115,1.8875939711767769,1.261418797437482,2.2812887341390615]",3
849,NEKOR492897217,Lawyer/Accountant,11859,5494231,Occupational Loans,7101,591,5,2955,5,12,"[11859.0,5494231.0,591.0,2955.0,5.0,12.0]","[0.2741940905306876,2.2098422295419216,0.1302587203137914,0.14512020462138037,1.5767734967968525,1.1406443670695308]",3
852,NEKOR853719949,Business Owner/Personal Business,101325,4720087,Occupational Loans,9859,410,12,4920,3,24,"[101325.0,4720087.0,410.0,4920.0,3.0,24.0]","[2.3427537079873444,1.8984727034068716,0.09036560969315477,0.2416214574406739,0.9460640980781114,2.2812887341390615]",3
853,NEKOR728809361,Judge/Attorney,49488,4300299,Personal loan,19167,2129,9,19161,8,9,"[49488.0,4300299.0,2129.0,19161.0,8.0,9.0]","[1.1442210264088597,1.7296291928491714,0.4692399586261622,0.940997712605844,2.522837594874964,0.8554832753021482]",3
854,NEKOR895352401,Lawyer/Accountant,54468,3991529,Occupational Loans,51927,8654,6,51924,0,6,"[54468.0,3991529.0,8654.0,51924.0,0.0,6.0]","[1.2593645099102362,1.6054383852155536,1.9073755763038083,2.549990356940966,0.0,0.5703221835347654]",3
855,NEKOR722594198,Judge/Attorney,46857,4460718,Occupational Loans,15483,645,5,3225,4,24,"[46857.0,4460718.0,645.0,3225.0,4.0,24.0]","[1.0833891980771084,1.794151540129598,0.1421605323221581,0.15837991874922222,1.261418797437482,2.2812887341390615]",3
860,NEKOR525705093,Business Owner/Personal Business,3297,3636816,Vehicle loan,3173,132,14,1848,7,24,"[3297.0,3636816.0,132.0,1848.0,7.0,24.0]","[0.07623053516145349,1.4627687801757394,0.02909331824267422,0.09075537669722873,2.2074828955155934,2.2812887341390615]",3
887,NEKOR847714795,Lawyer/Accountant,51042,4581467,Vehicle loan,20133,3355,5,16775,10,6,"[51042.0,4581467.0,3355.0,16775.0,10.0,6.0]","[1.1801513423448313,1.842718161987135,0.7394551720013031,0.8238211277575822,3.153546993593705,0.5703221835347654]",3
917,NEKOR766262771,Teacher/Instructor,45505,4643142,Vehicle loan,44723,4969,4,19876,8,9,"[45505.0,4643142.0,4969.0,19876.0,8.0,9.0]","[1.0521293607891844,1.8675245488148817,1.0951871086958196,0.9761114000184623,2.522837594874964,0.8554832753021482]",3
918,NEKOR382500145,Judge/Attorney,49539,3422689,Occupational Loans,10382,432,23,9936,9,24,"[49539.0,3422689.0,432.0,9936.0,9.0,24.0]","[1.1454002066615847,1.3766444641276658,0.0952144960669338,0.48795747990458044,2.8381922942343345,2.2812887341390615]",3
920,NEKOR128646710,Street Vendor,16454,4860306,Vehicle loan,5519,459,9,4131,8,12,"[16454.0,4860306.0,459.0,4131.0,8.0,12.0]","[0.38043591918306213,1.9548703808223533,0.10116540207111717,0.20287362615598045,2.522837594874964,1.1406443670695308]",3
925,NEKOR953180396,Lawyer/Accountant,125482,4144011,Vehicle loan,33822,3758,8,30064,3,9,"[125482.0,4144011.0,3758.0,30064.0,3.0,9.0]","[2.9012920876947246,1.666768380777264,0.8282779542118918,1.4764446131090285,0.9460640980781114,0.8554832753021482]",3
932,NEKOR689341841,Retired,31814,3491276,Vehicle loan,6470,1078,5,5390,7,6,"[31814.0,3491276.0,1078.0,5390.0,7.0,6.0]","[0.735577265886103,1.40423093601019,0.2375954323151728,0.2647031820335838,2.2074828955155934,0.5703221835347654]",3
944,NEKOR199177091,Retired,18647,3722124,Personal loan,6169,514,9,4626,7,12,"[18647.0,3722124.0,514.0,4626.0,7.0,12.0]","[0.43114067005023454,1.4970806285340925,0.11328761800556476,0.22718310205702388,2.2074828955155934,1.1406443670695308]",3
956,NEKOR251816381,Politician/Family Member or Close Asscociates,5408,5117222,Vehicle loan,3830,1276,3,3828,9,3,"[5408.0,5117222.0,1276.0,3828.0,9.0,3.0]","[0.12503934915169562,2.058204919585829,0.28123540967918415,0.1879932803014024,2.8381922942343345,0.2851610917673827]",3
959,NEKOR688085641,Business Owner/Personal Business,28429,3391386,Vehicle loan,3054,169,9,1521,5,18,"[28429.0,3391386.0,169.0,1521.0,5.0,18.0]","[0.6573120667591633,1.3640540413166573,0.03724826350766623,0.07469638958684248,1.5767734967968525,1.7109665506042964]",3
